"– Vi burde scoret et par mål til. Jeg kommer til å drømme om den andre sjansen min da jeg var alene med keeperen. Det var en ganske bra redning, spør du meg, sier Guro Reiten. Hun var misfornøyd med hvordan kampen utviklet seg. ",quote
Hun fikk en ny stor sjanse 10 minutter senere. Da fikk keeper en hånd på avslutningen etter at Reiten ble spilt nydelig fri av Sophie Haug - 19-åringen som bare har Reiten foran seg på scoringsstatistikken i LSK Kvinner.,sjanse
Haugesund-spiller fikk ballen der det gjør aller vondest. Se video:,Ignore
Eliteserie-stjerneskudd eies av dansk mester – vil bli solgt til Haugesund,Transfer
"HAUGESUND (VG) Haugesund-suksessen David Akintola (22) eies av den danske seriemesteren FC Midtjylland, men har sett seg lei av å bli lånt ut.",Transfer
"– Jeg vil bli i Haugesund, fastslår Akintola bestemt til VG.",quote
"– Det er ikke 100 prosent opp til meg, men sjefen har sagt til meg at de ønsker å beholde meg. De må snakke med Midtjylland og få ting til å skje. Akkurat nå er det litt komplisert, sier han.",quote
"Akintola kom til Midtjylland fra deres nigerianske samarbeidsklubb FC Ebedei i november 2014. Siden har han blitt lånt ut tre ganger: Danske Thisted FC fra 2015 til 2016, OBOS-ligaklubben Jerv i 2017 – og nå Haugesund i Eliteserien, der han har fått sitt store gjennombrudd.",Transfer
"– Vi ønsket å se ham spille fast på toppnivå og levere målpoeng jevnt og trutt. Når vi ser at han ligger helt i toppen av Eliteserien, så gjør det oss veldig, veldig glad, sier Midtjyllands sportssjef Svend Gravesen til VG.",quote
– Vil dere ha ham tilbake ved sesongslutt?,quote
Flere «stikk» her - se video:,Ignore
Video: Fredheim Holm innrømmer tabbe:,Ignore
"Stjerneskuddet er i utgangspunktet bare lånt ut fra Midtjylland frem til sesongslutt. Haugesund har ikke sikret seg noen klausul som gjør at de kan kjøpe spilleren på permanent basis etter sesongen, bekrefter Midtjyllands sportssjef Svend Gravesen til VG. Men spillerens ønske er gode nyheter for den medaljejagende klubben.",Transfer
– Har de vist tegn til at de kan være villige til å selge?,quote
– Jeg var nede hos Midtjylland for en god uke siden. Jeg vet deres tanker rundt det og hvor saken står. Det er det jeg kan si.,quote
"– Verdien hans skal ha steget fra 1,5 millioner til fem millioner kroner denne sesongen. Er han økonomisk innenfor rekkevidde?",quote
"– Hvis man snakker om de summene der, så er det beintøft. Det hadde vært beintøft bare med den første summen. Vi har ikke for vane å bruke så mye på en spiller, sier Grindhaug.",quote
"– At prisen hans har gått opp, er en god case for oss, men det har også vært en god ting for FKH, ettersom han kanskje er med på å lede dem til medalje, sier Gravesen i Midtjylland.",quote
"Den 31 år gamle franskmannen skrev i sommer under på en ny kontrakt med Tottenham, en klubb han har representert ved 209 anledninger. 75 ganger har han holdt buret rent for London-laget. ",Transfer
Mesfin tror ungguttens Holmlia-bakgrunn er med på å forklare hvorfor han har klart å kjempe seg tilbake fra en så alvorlig skade.,Injuries
"Han fikk, helt korrekt, gult kort da han sparket ned Erling Knudtzon bakfra i lokaloppgjøret mot Lillestrøm før landslagspausen. ",Rodt/gult kort
For Atlético Madrid-spiller Saul sendte spanjolene i ledelsen 1–0 i sin egen hjemby før halvtimen var spilt.,Goal/Assist
Først doblet han ledelsen med et skudd fra distanse. ,Goal/Assist
"I det 48. minutt skjøt Dennis Johnsen fra utenfor sekstenmeteren, hjemmelagets målvakt Kamran Ibrahimov ga en enkel retur og venstreback Birk Risa luktet lunten og pirket inn ledermålet.",Goal/Assist
"For de blå og gule ledet 2–1 med kun to minutter igjen på klokken. Så ble kvelden kun «tråkig» for svenskene, takket være Emre Akbaba.",irrelevant
"– Det jeg er mest skuffet over er at vi spiller veldig «konstig» på slutten. Vi slipper dem inn i kampen, og det var vi ikke gjort på lenge, sa Sveriges Sebastian Larsson til svensk TV 4.",quote
"– Vi er tilbake på jorden. Bare fordi vi gjorde et bra VM, så betyr det ikke at man vinner fotballkamper i fremtiden, fortsatte Larsson.  ",quote
"Dermed ble det tap for Sverige i åpningskampen i Nations League, gruppe 2, divisjon B. ",Club details
Usikker på hvordan Nation League fungerer? Her får du opplegget forklart! ,Ignore
"I Portugal vant hjemmelaget 1–0 over Italia og sikret sin andre seier på like mange kamper i Nations League-åpningen. Sevilla-spissen André Silva, som forrige sesong slet i nettopp Italia, scoret det eneste målet, på sin tidligere lagkamerat Gianluigi Donnarumma.",Goal/Assist
På VG Lives resultattjeneste kan du se alle resultatene fra mandagens Nations League-kamper.,Ignore
"Naboene i øst ligger dermed på sisteplass med null poeng etter én kamp, i gruppe med Russland og Tyrkia. Sistnevnte har én kamp mer spilt enn svenskene ettersom de tapte 1–2 mot Russland på hjemmebane i åpningskampen. ",Club details
Det til tross for at Svenskene så ut til å ha stålkontroll på oppgjøret like etter pause. ,irrelevant
"Både Isaac Thelin og Viktor Claesson har knivet om spissplassen på det svenske laget, men mot Tyrkia hadde Janne Andersson funnet plass til begge angriperne i startoppstillingen, Thelin på topp og Claesson på venstre ving. ",Player details
" – Det er små detaljer og vi er ikke helt der. Det er utrolig, utrolig surt. De får et mål (rett etter at Sverige scoret), og det var psykologisk viktig for dem. Det er vanvittig kjipt akkurat nå, sa målscorer Thelin til TV 4, som var langt nede etter kampen. ",quote
Så raknet det fullstendig på svenskene på tampen. ,irrelevant
"Italia har på sin side fått en skuffende åpning under sin nye trener Roberto Mancini, og står med ett poeng på to kamper etter 1–1 mot Polen forrige uke.",Club details
"Cristiano Ronaldo spilte for øvrig ikke for hjemmelaget, han har fått fritak for å fokusere på å finne seg til rette i sin nye klubb Juventus.",Player details
Tipster gir deg ferske oddstips hver dag!,Ignore
Den sagnomsuste Nice-spissen leverte ingen god figur i 1–1-kampen mot Polen og har fått høre det ettertrykkelig i etterkant.,Player details
Først langet den italienske trenerlegenden Arrigo Sacchi ut mot spissen.,irrelevant
"Balotelli har vært i storform for Nice de to siste sesongene, med hele 33 mål i fransk Ligue 1. Men han har ikke lagt fra seg kontroversene; ved fire anledninger har Balotelli blitt utvist i løpet av bare to sesonger i den franske ligaen.",Player details
"– Å ha en dårlig dag kan skje alle. Når du spiller bra får du masse skryt, men når du spiller dårlig får du mye kritikk. Det er en del av å være fotballspiller. Jeg er ikke bekymret, sier han ifølge ESPN.",quote
Italia-sjef Roberto Mancini forsvarte Balotelli etter den svake prestasjonen mot Polen.,irrelevant
Det er forventet at Ciro Immobile eller Andrea Belotti vil erstatte Balotelli i Italias startoppstilling når de møter Portugal på bortebane i andre Nations League-kamp mandag kveld.,Club details
"Portugal spilte 1–1 i fredagens privatkamp mot VM-finalist Kroatia, og mangler Cristiano Ronaldo (a) som har fått innvilget landslagspause. Både Portugal og Italia er kjent for å ha en disiplinert og forsiktig tilnæring til kamper, og nivåmessig er de nok ikke langt fra hverandre.",Club details
"Derfor anbefaler vi et uavgjortspill til 3,00 i odds. Kampen vises på TV 2 Sport Premium. Spillestopp er klokken 20.40.",Ignore
"Mot Bulgaria fikk han én sjanse, og den var minst like stor som de to mot Kypros. Men denne gangen strøk ballen stolpen og gikk utenfor. Kanskje var han ikke like giret?",sjanse
"Danskene hadde både to og tre muligheter til å øke ledelsen, men Wales-keeper Wayne Hennessey tok det som kom.",sjanse
Eriksen-dobbel da Hareides Danmark vant,Player details
(Danmark-Wales 2–0)  Åge Hareide har én verdensstjerne på sitt danske landslag - og han leverer varene. ,irrelevant
Vi snakker selvsagt om Christian Eriksen.,irrelevant
"Et innlegg fra Victor Fischer traff armen til unggutten  Ethan Ampadu. Den armen var ikke i noen naturlig posisjon, og straffen var således korrekt idømt. Eriksen valgte kraft fra 11-metersmerket, Wayne Hennessey valgte å gå til høyre.  ",irrelevant
Eriksen har nå en utrolig landslagsstatistikk med 19 mål på de siste 23 landskampene. ,Player details
VG Live: Les hva som skjedde minutt for minutt,Ignore
"Mulig det, men i 2. omgang var danskene til å kjenne igjen. De tok over og styrte kampen - og Christian Eriksen ble målscorer igjen etter at timen var spilt.",Goal/Assist
"Stopperen fra Hoffenheim, Nordtveit, altså, fullførte en nitrist kveld å få sitt andre gule kort tre minutter før full tid. Dermed rødt kort. Den første utvisningen av en norsk landslagsspiller siden John Arne Riise mot Ukraina for 10 år siden.",Rodt/gult kort
Det kjentes bittert og håpløst. Bulgaria scoret på sitt tredje mål på den tredje sjansen i Nation League. Norge mistet en drømmestart på turneringen mot et lag de trykket langt tilbake i en hel omgang i den sommerlige høstkvelden.,Goal/Assist
Heller ikke Stefan Johansen lyktes da han fikk sin kjempesjanse. Ballen kom servert av Mohamed Elyounoussi. Men skuddet snek seg noen centimeter utenfor den bulgarske stolpen.,sjanse
" - Vi sto sammen da, og vi sto sammen i dag - og det var god støtte fra tilskuerne, konstaterte Thomas Delaney. ",quote
PS! Wales kom fra 4–1-seier mot Irland i den første Nations League-kampen.,Club details
"Vi tror Frankrike vinner med minst to mål. Spillet gir 2,35 i odds. Kampen vises på TV 2 Zebra med spillestopp klokken 20.40.",Ignore
Nå har LSK-kvinnene satt seg et nytt mål.,Ignore
Tipster gir deg ferske oddstips hver dag!,Ignore
Den ledelsen var doblet til pause. Men det fortsatte i 2. omgang. Det stoppet ikke før etter ytterligere fire scoringer for hjemmelaget.,Goal/Assist
Spania vant kampen 2–1. Det var England som tok ledelsen ved Marcus Rashford etter 11 minutter.,Goal/Assist
"Da hadde Zuber, Zakaria, Shaqiri, Seferovic, Ajeti og Mehmedi scoret hvert sitt mål for hjemmelaget. Det hjalp ikke at de tilreisende islandske supporterne dro i gang det velkjente taktfaste heiaropet. Dette var en ydmykelse for Island. Det måtte også kapteinen Gylfi Sigurdsson, som hadde bursdag i dag, konstatere.",Goal/Assist
"På Sofiemyr stadion tapte Kolbotn 1-4 for Arna-Bjørnar. Emilie Nautnes, Maria Brochmann, Amalie Eikeland og Vilde Bøe Risa scoret for gjestene, mens Marit Bratberg Lund scoret hjemmelagets ene mål.",Goal/Assist
"Gaelle Enganamouit tente et ørlite håp for Avaldsnes da hun dunket ballen i mål fra 35 meters hold, men håpet ble definitivt slukket i kampens siste minutt da Lara Gardarsdottir fastsatte sluttresultatet til 4-1 til gjestene.",Goal/Assist
Tipster gir deg ferske oddstips hver dag!,Ignore
• Her er fredagens oddstips,Ignore
"Muligheten var der etter at Zaneta Wyne sendte Klepp foran med sitt mål i 67. minutt, men to minutter senere utlignet Sherida Spitse fra straffemerket etter at Jenna Dear ble felt av keeper. ",Goal/Assist
Chelsea-spissen slo Liverpool-forsvarer Virgil van Dijk i en duell og banket ballen i mål etter innlegg fra Manchester Citys Benjamin Mendy.,Goal/Assist
(Vålerenga-Rosenborg 2–3) Rosenborg hadde hatt matchvinner Issam Jebali (26) på radaren i over et år før de kjøpte angriperen i sommer. Det kan vise seg å være helt avgjørende for gullkampen 2018.,Transfer
(Sarpsborg-Odd 1–2) Odd-backen Espen Ruud (34) har laget fem mål på de fem siste kampene. Søndagen sørget han med to nettkjenninger for Sarpsborgs fjerde strake ligatap.,Goal/Assist
"Espen Ruud headet Odd i ledelsen, en annen back, Joachim Thomassen utlignet for Sarpsborg rett etter pause, men Espen Ruud gjorde 2–1 for Odd bare minutter senere - på et frispark i Ronaldo-klassen (rent bortsett fra at Ruud har vært en atskillig mer målfarlig enn Ronaldo denne høsten).",Goal/Assist
"Snaut kvarteret var gått da Vebjørn Hoff la corner. Espen hadde tre blåkledde på seg, men klarte likevel å heade via stolpen og i mål - uten muligheter for Aleksander Vasjutin til å redde.",Goal/Assist
"Etter utligningen mot Bodø/Glimt søndag, er fasiten to kamper og to scoringer for Mohamed Fellah etter returen til norsk fotball i sommer.  Da skrev Fellah – litt overraskende – under på en ettårskontrakt med Sandefjord.",Goal/Assist
"(Vålerenga-Rosenborg 2–3) - Det var dette de kjøpte meg for, sier Issam Jebali (26) - etter å ha senket Vålerenga fem minutter på overtid. Dermed ligger Rosenborg fortsatt to poeng foran Brann på toppen av tabellen.",Goal/Assist
"– Vi trengte den pausen, begynner Lars Arne Nilsen da VG snakker med han etter kampen. Brann-treneren legger ikke skjul på hvor avgjørende den kan ha vært.",Ignore
RBKs nye yndling avgjorde med volleyperle på overtid,Goal/Assist
"– Vi har ligget i nedrykksstriden hele sesongen, så da har det i så fall vært krise hele sesongen. Vi har pendlet frem og tilbake i sumpen. For vår del handler det om å gjøre de riktige tingene mot neste kamp, sier LSK-treneren etter tapet.",Club drama
Cristiano Ronaldo (33) endte måltørken i fjerde kamp for Juventus.,Goal/Assist
Athletic - Real Madrid 1-1,Ignore
"Etter drøyt en halvtimes spill tok Athletic ledelsen over Real Madrid. Etter fine kombinasjoner kunne Iker Muniaín styre inn 1-0, som vertene holdt til pause.",Goal/Assist
"Etter fire kamper topper Barcelona tabellen med tolv poeng, mens Real Madrid følger like bak med ti poeng. Celta Vigo kan også gå opp på ti poeng med seier over Girona i siste kamp i runden mandag kveld.",Ignore
Det var imidlertid hjemmelaget som kom best i gang i San Sebastian. Forsvarsspiller Artiz Elustondo sendte Sociedad i ledelsen etter 12 minutter med en strålende avslutning med venstrefoten. Ballen gikk via stolpen og i mål.,Goal/Assist
"Issam Jebali avgjorde med volley for Rosenborg, som er tilbake på topp.",Goal/Assist
"Rosenborg vant 3-2 over Vålerenga, og seieren satt langt inne. Nesten fem minutter på overtid satte Issam Jebali inn seiersmålet på volley etter hjørnespark til elleville jubelscener på borteseksjonen.",Goal/Assist
"Kort tid før frisparkperlen hadde Joachim Thomassen utlignet til 1-1, men europaligaklare Sarpsborg får det ikke til å klaffe i serien for tiden.",Goal/Assist
Ruud sto også bak Odds første scoring i det 14. minutt. Etter en corner stanget han inn 1-0 bak Sarpsborgs russiske sisteskanse Aleksander Vasjutin.,Goal/Assist
" Se episoden i Sportsnyhetene øverst!
",Ignore
"Cristiano Ronaldo scoret endelig for Juventus med sine to mål i 2-1-seieren over Sassuolo, men Douglas Costa gjorde sitt for å stjele overskiftene på overtid.",Goal/Assist
Skadet Dele Alli går glipp av Liverpool-kampen,Injuries
"Også keeper Hugo Lloris, som nylig ble dømt for fyllekjøring, er skadet. Lloris sliter med en lårskade, og må belage seg på flere ukers pause.",Injuries
"26-åringen bærer draktnummer 10 i fraværet av en skadet Emil Forsberg, og gjorde på ingen måte skam på drakten og nummeret med drømmetreffet fra 25 meter.",Injuries
Starts storkjøp med sitt første mål da Lillestrøm ble knust i bunnkampen,Goal/Assist
Zlatan Ibrahimovic startet en nytteløs opphenting for LA Galaxy da han kastet seg rundt og scoret karrierens 500. mål på imponerende vis mot Toronto FC i MLS.,Goal/Assist
"(Chelsea-Cardiff 4–1, Manchester City-Fulham 3–0) Eden Hazard (27) scoret tre mål da Chelsea snudde til seier, og Manchester City lekte seg til tre poeng mot Fulham og Stefan Johansen (27). ",Goal/Assist
"Da innbytter Radoslav Vasiliev scoret med en halvtime igjen å spille, var det med Bulgarias eneste skudd på mål.",Goal/Assist
"Kaptein Stefan Johansen, tomålsscorer og banens beste i 2-0-seieren over Kypros i Nations League-åpningen, bekrefter det lagkameraten sier:",Goal/Assist
Ingrid Kvernvolden ble tomålsscorer for serielederne. Først sørget hun for at Lillestrøm ledet 1-0 til pause. Deretter satte hun inn 3-0-målet med 20 minutter igjen på klokka. I mellomtiden hadde Sophie Romàn Haug satt inn gjestenes andre mål.,Goal/Assist
Mot Sassuolo hjemme i Torino søndag lyktes det endelig for den tidligere Real Madrid-spissen. Han scoret begge målene i Juventus' 2-1-seier over Sassuolo.,Goal/Assist
"Etter hvilen var han også nære med en avslutning like utenfor, før han ble byttet ut etter 84 minutter. Da scoret Leicester med kun ti mann etter Wes Morgans utvisning to kjappe, men seieren var aldri truet",Goal/Assist
Det var den unge Manchester United-spissens femte landslagsmål. For første gang scoret han i to England-kamper på rad.,Goal/Assist
"I sin første Premier League-kamp fra start scoret ukraineren to mål, og var med på å sikre West Ham deres første tre poeng denne sesongen. 28-åringen ble stemplet som en flopp i Dortmund, men søndag så han ut som alt annet enn et bomkjøp.",Goal/Assist
"Til nå denne sesongen har 21-åringen kun fått korte innhopp i Premier League (7, 20, 5 og 14 minutter) i de fire første rundene, samt en kamp fra start i ligacupen mot Swansea. Da scoret han også Palaces eneste mål og sendte dem videre
                        til neste runde.",Goal/Assist
"Midtbaneeleganten scoret et praktfullt mål etter en halvtime, før han satte sikkert inn 2-0 på straffe etter en time. ",Goal/Assist
"King scoret ingen mål for Norge i landslagspausen, og var i likhet med resten av det norske laget ikke på sitt beste i bortekampen mot Bulgiaria. Mot Leicester skinte imidlertid nordmannen, og i det 41. minutt skulle han få scoringen
                        sin på straffe.",Goal/Assist
Andrés Escobar scoret selvmål for Colombia i VM 1994 – og ble skutt da han returnerte til hjemlandet. Hør den utrolige historien her:,Ignore
"Deres nye brasilianske stjerne Richarlison scoret to for Brasil i landslagspausen, men i Premier League måtte han fremdeles sone etter å ha satt pannen i Bournemouths Adam Smith. Manager Marcos Silva måtte også klare seg uten skadde
                        Seamus Coleman i forsvaret.",Goal/Assist
Etter kampen fikk Joshua King spørsmål om han tror han hadde scoret hvis han hadde fått Maars Johnsens sjanser:,Ignore
"Den danske RBK-spissen er ikke en del av Åge Hareides mannskap som skal spille Nation League-kamp mot Wales klokken 18.00 søndag, men det spørs om 30 år gamle Bendtner, som for tiden er skadet, nå kommer tilbake på landslaget.",Injuries
Avis: – Agenten har lovet Pogba overgang til Spania,Transfer
"Det sveitsiske statistikk- og analysebyrået CIES Football Observatory har gått gjennom sommerens overganger i internasjonal fotball og kommet
                        frem til hvilke spillere som var mest overpriset og mest underpriset.",Ignore
"Lokalavisen Manchester Evening News hevder nå at Paul Pogba ble lovet en overgang til Spania av sin agent etter tre sesonger i Manchester United, skriver The Daily Mirror.",Transfer
"Sommeren hans har vært preget av en lang overgangssaga som til slutt endte med at han ble værende i Nice i stedet for å signere for Marseille. Det førte til at han fikk en kortere sesongoppkjøring enn spillerne, ettersom italieneren først streiket for å gjennomføre overgangen og deretter ble satt til å trene på egenhånd frem til spekulasjonene om en overgang ble lagt døde.",Transfer
Thorsby tomålsscorer da Norge holdt liv i EM-håpet,Goal/Assist
"Rashford har imponert for England i landslagspausen, med mål både mot Spania i Nations League, og som matchvinner i treningskampen mot Sveits. ",Goal/Assist
26-åringen hadde to sjanser i første omgang i Nations League-kampen mot Wales i Århus i kveld. I andre forsøk satt den.Tottenham-stjernen fikk akkurat nok plass innenfor 16-meteren til å legge ballen til rette for seg selv. Skuddet fra skrått hold gikk via stolpen og i mål.,Goal/Assist
"I sommer ble det en overgang til MLS og DC United, men Rooney er ikke fornøyd med behandlingen han fikk av Merseyside-klubben i forkant av overgangen. Da ryktene om at han var på vei vekk begynte å gå, fikk ikke mannen med 208 mål i Premier League noe klart svar. ",Transfer
"To minutter senere ga Ibrahimov en ny retur, denne gangen på skudd fra Erling Braut Haaland, denne gangen var det Morten Thorsby som hadde sneket seg inn foran mål og styrte inn 2–0.",Goal/Assist
"Etter halvannet minutt scoret venstreback Sønstevold ledermålet. Emilie Haavi fikk igjen ballen etter sitt hjørnespark fra venstre, og innlegget nådde Sophie Roman Haug inne foran mål. Hennes avslutning ble blokkert, men ballen falt
                        til Sønstevold, som knallet den i mål via en liggende motspiller.",Goal/Assist
"For kun to minutter etter det norske ledermålet gjorde Ibrahimov i det aserbajdsjanske målet nok en svak involvering. Situasjonen var nærmest identisk som 1-0-scoringen, men denne gangen var det U21-debutant Erling Braut Haalands skudd
                        som førte til retur fra keeperen. Norges kaptein Morten Thorsby dukket raskt opp og satte inn returen til norsk tomålsledelse.",Goal/Assist
"Storspill, ett mål og én målgivende pasning var fasiten etter en overbevisende seier mot Leicester.",Goal/Assist
"Fra omkring 15 meter inn på Torontos banehalvdel løftet Jonathan dos Santos ballen inn i bakrom, der Ibrahimovic var på vei inn bak forsvaret. Med ryggen til ballen kastet svensken seg rundt og flikket den videre med utsiden av foten
                        – et slags karatespark – via stolpen og i mål.",Goal/Assist
"På det første målet var Mussard uheldig. Musa traff svært godt med en halvvolley fra omlag 20 meter, men målvakten var med på notene og hang i krysset. Skuddet gikk imidlertid i tverrligger og tilbake i rumpen på Mussard og i mål.",Goal/Assist
"Inn kom reservekeeper Michel Vorm. Han rotet det til. Først mistet han ballen i feltet, og Georginio Wijnaldum fikk headet ballen mot mål, akkurat de nødvendige centimeterne nok over streken til at dommerens klokke lyste for mål, selv om Vorm desperat slo den kjapt ut.  ",Goal/Assist
"«Dette setter effektivt en stopper for alle håp José Mourinho hadde om å hente Maguire i januar», skriver Mirror.",Transfer
"Ifølge lokalavisen Leicester Mercury var de røde djevlene villige til å punge ut med 707 millioner
                        kroner for å sikre seg 25-åringens underskrift.",Transfer
Se Nations League på TV 2 Sumo og TV 2s kanaler!,Ignore
Se Bulgaria-Norge på TV 2 eller Sumo fra klokken 17.30!,Ignore
"Se Nations League på TV 2 Sumo og TV 2s kanaler!
",Ignore
"Se 
Bulgaria-Norge søndag 18.00 på TV 2!

",Ignore
"Syv minutter på overtid trodde riktignok innbytter Danny Welbeck at han hadde reddet ett poeng for England da han satte ballen i mål, men angriperen ble avblåst for angrep på keeper.",Goal/Assist
" Se alle høydepunktene i videovinduet øverst.
",Ignore
"Angriperen scoret to mål, hadde to målgivende pasninger, samtidig som han sto for to straffebom.",Goal/Assist
​Se Bulgaria-Norge søndag 18.00 på TV 2!,Ignore
Egypts nummer 10 sto bak Salah Mohsens 4-0-scoring før han selv headet inn det femte. Arsenals Mohamed Elneny fastsatte sluttresultatet til 6-0.,Goal/Assist
Liverpool-stjernen var imidlertid først på returen og kunne sette inn 3-0.,Goal/Assist
Det ble en travel dag på jobben for Mohamed Salah på landslagsoppdrag for Egypt.,irrelevant
Egypt-Niger 6-0,Ignore
Egypt valset som forventet over Niger i kvalifiseringen til Afrikamesterskapet lørdag kveld.,Club details
I sentrum var som ofte før Liverpool-stjernen Mohamed Salah.,irrelevant
"Forrige sesongs toppscorer i Premier League har startet sesongen godt, og fortsatte storspillet i Alexandria lørdag.",Player details
"Salah bommet på straffe allerede etter ett minutt, men la opp til Marwan Mohsens ledermål like etter.",sjanse
"På stillingen 2-0 fikk Salah sjansen til å revansjere seg fra ellevemetersmerket, men også denne gang reddet Nigers målvakt. ",sjanse
Dermed fikk Egypts nyansatte landslagssjef Javier Aguirre en perfekt start. Den meksikanske veteranen tok over for Héctor Cúper etter VM-sortien.,irrelevant
"Se Bulgaria-Norge på TV 2 og Sumo søndag fra kl. 17.30
",Ignore
​Se Bulgaria-Norge søndag 18.00 på TV 2!,Ignore
Sveits - Island 6-0,Ignore
"
– Først og fremst vil jeg si unnskyld til hele Island, sier Erik Hamrén etter braktapet mot Sveits.
",quote
" Se Sverige – Tyrkia kl. 20.15 på TV 2 Sportskanalen og Sumo mandag.

",Ignore
"Jon Dadi Bödvarsson fikk muligheten til å utligne kort tid etter Sveits scoring, men den tidligere Viking-spilleren klarte ikke å true Yann Sommer med avslutningen.",sjanse
Robin Olsen ble hentet til Roma som erstatter for stjernekeeper Alisson. Her han startet de tre første kampene i det som har resultert i fire poeng for hovedstadslaget. Sist helg ble det tap 1-2 borte mot Milan.,Transfer
Og det skulle faktisk bli enda verre. For åtte minutter før slutt scoret Admir Mehmedi 8-0-målet etter et forrykende angrep.,Goal/Assist
Eks-lagkameratens overraskende retur styrker Ødegaards tro på Real Madrid-suksess,Transfer
De herjet sammen i Castilla. Nå inspireres Martin Ødegaard av eks-lagkompisens gigantovergang fra i sommer.,Transfer
"Her får du tilgang! ​​
",Ignore
"Ødegaard, som i disse dager både forbereder seg til den svært viktige Nations League-kampen for Norge borte mot Bulgaria søndag og er klar for virkelig å ta fatt på sin nye karriere i nederlandske Vitesse, henter inspirasjon fra sin
                        tidligere lagkamerats reise.",Player details
"– Selvfølgelig. Det viser at det er mulig. Det er mange som har gjort det på den måten ved å ta et steg bort og så komme tilbake. Det motiverer selvfølgelig, og viser at det er fullt mulig selv om man ikke slår til med en gang, sier
                        19-åringen.",quote
Les også: Ødegaard klar for Vitesse - fikk råd fra Flo,Ignore
"– Det var bare å gi ham ballen inne i boksen, så dunket han den innDe to unge og lovende offensive spillerne spilte 30 kamper sammen i Real Madrid-farger mellom februar 2015 og november 2016, og Ødegaard slo tre
                        av sine åtte målgivende pasninger for laget til nettopp Mariano, som nå følger i fotsporene til blant andre Alvaro Morata når det gjelder å bli re-signert som offensiv spiller i Real Madrid.",quote
"– Mariano er en bra spiller. En morsom spiller, som kjører på. Han er veldig livlig og veldig kraftfull. Da vi spilte sammen i Castilla, var det bare å gi ham ballen inne i boksen, så dunket han den inn. Det er mye kraft, mye power
                        og han er en god målscorer. Jeg tror absolutt det er en fin signering for dem å ha ham i troppen, sier den norske landslagsspilleren om sin tidligere lagkamerat.",quote
Les også: Ødegaard med delikat målgivende da Castilla gikk til topps,Ignore
I videovinduet øverst kan du se Ødegaard servere Mariano lekkert.,Ignore
"Se den mest delikate av de målgivende pasningene i vinduet øverst!
",Ignore
Se Nations League på TV 2 Sumo og TV 2s kanaler!,Ignore
"Klokken 20.35: Se England-Spania på TV 2 Sport Premium eller Sumo!
",Ignore
Se Bulgaria-Norge søndag 18.00 på TV 2!,Ignore
"Talentfabrikken Real Madrid har denne sommeren nok en gang gått for å re-signere ett av sine tidligere ungdomsprodukter. Sommerens storkjøp mot slutten av overgangsvinduet ble nemlig ikke verken
                        Harry Kane, Eden Hazard eller Kylian Mbappé, men i stedet Lyons Mariano Diaz.",Transfer
"To av tre som ble hyllet i Castilla-laget for to år sidenI en blogg etter Ødegaards første hele Castilla-sesong, skrevet av noen av dem som følger Real Madrid-laget tettest, var det tre mann som ble hyllet som sesongens beste sommeren 2016.",irrelevant
"De tre var midtbanespilleren Marcos Llorente (som spilte 13 kamper for Real Madrids førstelag i La Liga forrige sesong etter å ha vært lånt ut til Alavés sesongen i 16/17-sesongen), og nettopp Mariano og Ødegaard. De to andre spanske
                        stjerneskuddene er nå begge 25 år, mens Ødegaard fremdeles bare er 19.",Player details
"Nå er unggutten i troppen til Lars Lagerbäck, som han også var sist Norge var i Bulgaria for å spille kamp. For tre år siden satt Real Madrid-spilleren nemlig på benken da Vegard Forren ble matchvinner samme sted i kvaliken forut for
                        EM i Frankrike. Siden den gang har mye endret seg.",Player details
"– Det har gått litt opp og ned både for meg og for landslaget. Nå er landslaget på en fin opptur med fem seire på rad, mye positiv omtale og gode prestasjoner. Akkurat nå føles det veldig bra, vi kommer hit med masse selvtillit og
                        stor tro på at vi kan gjøre en god kamp, sier Ødegaard.",quote
"Se pressekonferansen i opptak i vinduet øverst!
",Ignore
"Se Nations League på TV 2 Sumo og TV 2s kanaler!
",Ignore
"Se Bulgaria-Norge søndag 18.00 på TV 2!
",Ignore
Det var brasilianernes første opptreden siden den skuffende kvartfinaleexiten i VM. Mot et uerfarent amerikansk lag hadde gjestene full kontroll på oppgjøret.,irrelevant
"Brasil sto med ti strake seirer mot USA, og det var ingen tvil om at rekken ville øke til elleve. Amerikanernes ene seier mot den gulkledde fotballgiganten kom helt tilbake i 1998.",Club details
"Med Gabriel Jesus igjen i Manchester, valgte landslagssjef Tite Roberto Firmino fra start for første gang siden 5. september i fjor.",Player details
Liverpool-stjernen brukte kort tid på å takke for tilliten.,irrelevant
"Det var PSG-stjernens 58. mål i det som var hans 91. landskamp. Neymar, som ble tildelt kapteinsbindet av landslagssjef Tite til fredagens oppgjør, er kun fem mål unna å ta seg forbi Brasil-legenden Ronaldo.",Player details
"Pele topper lista med 77 landslagsmål, mens Ronaldo er toer med 62.",Player details
Brasils overlegenhet ble understreket av at Liverpools nyinnkjøpte keeper Alisson ikke måtte gjøre en eneste redning før i det 71. minutt. Da slo han unna et lavt skudd fra Trapp.,irrelevant
"USA-trener Dave Sarachan, som i nesten ett år har ledet det amerikanske laget på midlertidig basis, erkjente etter kampen at mannskapet hans ikke var i nærheten av noe som helst.",irrelevant
